fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,pracLoop.order,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,frameRate,instResp.keys,instResp.rt,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,mainLoop.order
0.6,left,1,1.161,1,0,3,2,1,2,stim/centre.png,stim/congLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,,,,,,,,,,,,
1.35,left,1,0.698,1,0,3,0,1,2,stim/upper.png,stim/congLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,,,,,,,,,,,,
0.55,left,1,0.527,1,0,3,1,1,2,stim/both.png,stim/congLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,,,,,,,,,,,,
1.05,left,1,0.461,,,,,,,stim/centre.png,stim/congLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,space,9.598,3,0,3,0,1,2,2,0,96,2,1,95
0.8,left,1,0.547,,,,,,,stim/upper.png,stim/neutralLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,32,1,95
1.55,right,1,0.611,,,,,,,stim/centre.png,stim/incongRight.png,right,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,26,1,95
0.45,left,1,0.595,,,,,,,stim/both.png,stim/neutralRight.png,left,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,45,1,95
0.9,right,1,0.847,,,,,,,stim/blank.png,stim/incongLeft.png,right,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,23,1,95
0.8,right,1,0.581,,,,,,,stim/blank.png,stim/neutralRight.png,right,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,43,1,95
0.85,right,1,0.631,,,,,,,stim/both.png,stim/incongRight.png,right,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,25,1,95
0.55,right,1,0.561,,,,,,,stim/upper.png,stim/congRight.png,right,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,8,1,95
1.5,right,1,0.531,,,,,,,stim/centre.png,stim/neutralRight.png,right,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,42,1,95
0.55,right,1,0.561,,,,,,,stim/lower.png,stim/congLeft.png,right,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,4,1,95
1.5,left,1,0.394,,,,,,,stim/upper.png,stim/congLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,0,1,95
1.15,left,1,0.995,,,,,,,stim/blank.png,stim/incongRight.png,left,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,31,1,95
1,right,1,0.647,,,,,,,stim/both.png,stim/neutralLeft.png,right,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,37,1,95
0.45,left,1,0.729,,,,,,,stim/both.png,stim/incongRight.png,left,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,29,1,95
1,left,1,0.543,,,,,,,stim/blank.png,stim/congLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,3,1,95
0.45,left,1,0.477,,,,,,,stim/both.png,stim/congLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,1,1,95
0.7,left,1,0.813,,,,,,,stim/centre.png,stim/incongRight.png,left,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,30,1,95
1.5,right,1,0.763,,,,,,,stim/centre.png,stim/neutralLeft.png,right,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,38,1,95
0.9,right,1,0.479,,,,,,,stim/lower.png,stim/neutralLeft.png,right,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,36,1,95
0.55,left,1,0.496,,,,,,,stim/centre.png,stim/congRight.png,left,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,14,1,95
0.4,left,1,0.61,,,,,,,stim/blank.png,stim/incongLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,19,1,95
1.35,right,1,0.527,,,,,,,stim/both.png,stim/neutralRight.png,right,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,41,1,95
0.5,right,1,0.445,,,,,,,stim/upper.png,stim/neutralRight.png,right,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,40,1,95
1.45,right,1,0.497,,,,,,,stim/both.png,stim/congLeft.png,right,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,5,1,95
0.85,right,1,0.529,,,,,,,stim/upper.png,stim/incongRight.png,right,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,24,1,95
1.25,left,0,0.464,,,,,,,stim/lower.png,stim/incongLeft.png,right,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,20,1,95
0.75,left,1,0.546,,,,,,,stim/both.png,stim/neutralLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,33,1,95
1.15,right,1,0.463,,,,,,,stim/centre.png,stim/congRight.png,right,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,10,1,95
0.65,left,1,0.494,,,,,,,stim/centre.png,stim/neutralLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,34,1,95
0.7,right,1,0.477,,,,,,,stim/both.png,stim/congRight.png,right,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,9,1,95
0.45,right,1,0.528,,,,,,,stim/blank.png,stim/congRight.png,right,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,11,1,95
0.95,right,1,0.648,,,,,,,stim/blank.png,stim/incongRight.png,right,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,27,1,95
1.5,right,1,0.545,,,,,,,stim/blank.png,stim/neutralLeft.png,right,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,39,1,95
0.85,left,1,0.847,,,,,,,stim/lower.png,stim/incongRight.png,left,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,28,1,95
0.5,left,1,0.596,,,,,,,stim/lower.png,stim/congRight.png,left,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,12,1,95
1,right,1,0.612,,,,,,,stim/centre.png,stim/incongLeft.png,right,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,22,1,95
1.55,right,1,0.53,,,,,,,stim/both.png,stim/incongLeft.png,right,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,21,1,95
0.45,left,1,0.73,,,,,,,stim/upper.png,stim/incongLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,16,1,95
0.6,left,1,0.529,,,,,,,stim/lower.png,stim/neutralRight.png,left,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,44,1,95
0.6,right,1,0.477,,,,,,,stim/centre.png,stim/congLeft.png,right,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,6,1,95
1.05,left,1,0.546,,,,,,,stim/centre.png,stim/incongLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,18,1,95
0.65,left,1,0.58,,,,,,,stim/blank.png,stim/congRight.png,left,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,15,1,95
0.55,left,1,0.545,,,,,,,stim/both.png,stim/incongLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,17,1,95
1.45,left,1,0.395,,,,,,,stim/blank.png,stim/neutralLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,35,1,95
1.55,right,1,0.526,,,,,,,stim/blank.png,stim/congLeft.png,right,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,7,1,95
0.6,left,1,0.496,,,,,,,stim/both.png,stim/congRight.png,left,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,13,1,95
1.05,left,1,0.463,,,,,,,stim/centre.png,stim/neutralRight.png,left,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,46,1,95
0.7,left,1,0.547,,,,,,,stim/blank.png,stim/neutralRight.png,left,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,47,1,95
1.45,right,0,0.362,,,,,,,stim/upper.png,stim/incongLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,16,1,95
0.9,right,1,0.478,,,,,,,stim/blank.png,stim/congLeft.png,right,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,7,1,95
0.55,right,1,0.495,,,,,,,stim/lower.png,stim/neutralLeft.png,right,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,36,1,95
1.05,left,1,0.429,,,,,,,stim/centre.png,stim/neutralLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,34,1,95
1.1,left,1,0.63,,,,,,,stim/lower.png,stim/incongRight.png,left,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,28,1,95
1.5,right,1,0.544,,,,,,,stim/upper.png,stim/incongRight.png,right,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,24,1,95
0.6,left,1,0.527,,,,,,,stim/both.png,stim/neutralRight.png,left,180,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,45,1,95
1.15,left,1,0.412,,,,,,,stim/both.png,stim/neutralLeft.png,left,0,Cs210_J,001,2019-02-07_20h44.53.711,ANT,3.0.0b12,60,,,3,0,3,0,1,2,2,0,96,33,1,95
